// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 9 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 1 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" --output "/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 6.78 sec and exited with 0
// ***** Done, took 00:00:07 (7.85 sec)   *****
// Found 9 benchmarks:
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]

// **************************
// Benchmark: ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 134 135 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 5000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 0 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 120667.00 ns, 120.6670 us/op
WorkloadJitting  1: 1 op, 18957583.00 ns, 18.9576 ms/op

OverheadJitting  2: 16 op, 425000.00 ns, 26.5625 us/op
WorkloadJitting  2: 16 op, 190601250.00 ns, 11.9126 ms/op

WorkloadPilot    1: 16 op, 134925833.00 ns, 8.4329 ms/op
WorkloadPilot    2: 32 op, 281800625.00 ns, 8.8063 ms/op
WorkloadPilot    3: 64 op, 673059250.00 ns, 10.5166 ms/op

OverheadWarmup   1: 64 op, 4500.00 ns, 70.3125 ns/op
OverheadWarmup   2: 64 op, 1292.00 ns, 20.1875 ns/op
OverheadWarmup   3: 64 op, 1833.00 ns, 28.6406 ns/op
OverheadWarmup   4: 64 op, 1333.00 ns, 20.8281 ns/op
OverheadWarmup   5: 64 op, 2166.00 ns, 33.8438 ns/op
OverheadWarmup   6: 64 op, 1250.00 ns, 19.5313 ns/op

OverheadActual   1: 64 op, 1500.00 ns, 23.4375 ns/op
OverheadActual   2: 64 op, 1375.00 ns, 21.4844 ns/op
OverheadActual   3: 64 op, 1083.00 ns, 16.9219 ns/op
OverheadActual   4: 64 op, 1583.00 ns, 24.7344 ns/op
OverheadActual   5: 64 op, 1375.00 ns, 21.4844 ns/op
OverheadActual   6: 64 op, 1625.00 ns, 25.3906 ns/op
OverheadActual   7: 64 op, 1209.00 ns, 18.8906 ns/op
OverheadActual   8: 64 op, 1458.00 ns, 22.7813 ns/op
OverheadActual   9: 64 op, 1250.00 ns, 19.5313 ns/op
OverheadActual  10: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual  11: 64 op, 792.00 ns, 12.3750 ns/op
OverheadActual  12: 64 op, 1750.00 ns, 27.3438 ns/op
OverheadActual  13: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual  14: 64 op, 625.00 ns, 9.7656 ns/op
OverheadActual  15: 64 op, 792.00 ns, 12.3750 ns/op
OverheadActual  16: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual  17: 64 op, 708.00 ns, 11.0625 ns/op
OverheadActual  18: 64 op, 834.00 ns, 13.0313 ns/op
OverheadActual  19: 64 op, 625.00 ns, 9.7656 ns/op
OverheadActual  20: 64 op, 917.00 ns, 14.3281 ns/op

WorkloadWarmup   1: 64 op, 656507333.00 ns, 10.2579 ms/op
WorkloadWarmup   2: 64 op, 645473042.00 ns, 10.0855 ms/op
WorkloadWarmup   3: 64 op, 631754041.00 ns, 9.8712 ms/op
WorkloadWarmup   4: 64 op, 654529500.00 ns, 10.2270 ms/op
WorkloadWarmup   5: 64 op, 640699458.00 ns, 10.0109 ms/op

// BeforeActualRun
WorkloadActual   1: 64 op, 636922584.00 ns, 9.9519 ms/op
WorkloadActual   2: 64 op, 638947000.00 ns, 9.9835 ms/op
WorkloadActual   3: 64 op, 688382166.00 ns, 10.7560 ms/op
WorkloadActual   4: 64 op, 658111083.00 ns, 10.2830 ms/op
WorkloadActual   5: 64 op, 693142959.00 ns, 10.8304 ms/op
WorkloadActual   6: 64 op, 649845416.00 ns, 10.1538 ms/op
WorkloadActual   7: 64 op, 653962875.00 ns, 10.2182 ms/op
WorkloadActual   8: 64 op, 651514250.00 ns, 10.1799 ms/op
WorkloadActual   9: 64 op, 640804458.00 ns, 10.0126 ms/op
WorkloadActual  10: 64 op, 643714083.00 ns, 10.0580 ms/op
WorkloadActual  11: 64 op, 647688042.00 ns, 10.1201 ms/op
WorkloadActual  12: 64 op, 668752708.00 ns, 10.4493 ms/op
WorkloadActual  13: 64 op, 658863125.00 ns, 10.2947 ms/op
WorkloadActual  14: 64 op, 666277958.00 ns, 10.4106 ms/op
WorkloadActual  15: 64 op, 646327500.00 ns, 10.0989 ms/op

// AfterActualRun
WorkloadResult   1: 64 op, 636921584.00 ns, 9.9519 ms/op
WorkloadResult   2: 64 op, 638946000.00 ns, 9.9835 ms/op
WorkloadResult   3: 64 op, 688381166.00 ns, 10.7560 ms/op
WorkloadResult   4: 64 op, 658110083.00 ns, 10.2830 ms/op
WorkloadResult   5: 64 op, 649844416.00 ns, 10.1538 ms/op
WorkloadResult   6: 64 op, 653961875.00 ns, 10.2182 ms/op
WorkloadResult   7: 64 op, 651513250.00 ns, 10.1799 ms/op
WorkloadResult   8: 64 op, 640803458.00 ns, 10.0126 ms/op
WorkloadResult   9: 64 op, 643713083.00 ns, 10.0580 ms/op
WorkloadResult  10: 64 op, 647687042.00 ns, 10.1201 ms/op
WorkloadResult  11: 64 op, 668751708.00 ns, 10.4492 ms/op
WorkloadResult  12: 64 op, 658862125.00 ns, 10.2947 ms/op
WorkloadResult  13: 64 op, 666276958.00 ns, 10.4106 ms/op
WorkloadResult  14: 64 op, 646326500.00 ns, 10.0989 ms/op
// GC:  639 1 0 3872424224 64
// Threading:  1132 0 64

// AfterAll
// Benchmark Process 88530 has exited with code 0.

Mean = 10.018 ms, StdErr = 0.038 ms (0.38%), N = 43, StdDev = 0.248 ms
Min = 9.597 ms, Q1 = 9.847 ms, Median = 10.013 ms, Q3 = 10.165 ms, Max = 10.756 ms
IQR = 0.318 ms, LowerFence = 9.371 ms, UpperFence = 10.642 ms
ConfidenceInterval = [9.884 ms; 10.151 ms] (CI 99.9%), Margin = 0.134 ms (1.33% of Mean)
Skewness = 0.56, Kurtosis = 3.22, MValue = 2

// ** Remained 4 (44.4%) benchmark(s) to run. Estimated finish 2026-07-31 0:37 (0h 3m from now) **
// **************************
// Benchmark: ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Plinq(TargetCount: 100000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 5 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 122000.00 ns, 122.0000 us/op
WorkloadJitting  1: 1 op, 33484709.00 ns, 33.4847 ms/op

WorkloadPilot    1: 2 op, 35627000.00 ns, 17.8135 ms/op
WorkloadPilot    2: 3 op, 52551041.00 ns, 17.5170 ms/op
WorkloadPilot    3: 4 op, 65392209.00 ns, 16.3481 ms/op
WorkloadPilot    4: 5 op, 65281500.00 ns, 13.0563 ms/op
WorkloadPilot    5: 6 op, 95403792.00 ns, 15.9006 ms/op
WorkloadPilot    6: 7 op, 109274416.00 ns, 15.6106 ms/op
WorkloadPilot    7: 8 op, 118331709.00 ns, 14.7915 ms/op
WorkloadPilot    8: 9 op, 87242667.00 ns, 9.6936 ms/op
WorkloadPilot    9: 10 op, 81925166.00 ns, 8.1925 ms/op
WorkloadPilot   10: 11 op, 89974167.00 ns, 8.1795 ms/op
WorkloadPilot   11: 12 op, 98003542.00 ns, 8.1670 ms/op
WorkloadPilot   12: 13 op, 109348833.00 ns, 8.4114 ms/op
WorkloadPilot   13: 14 op, 116496000.00 ns, 8.3211 ms/op
WorkloadPilot   14: 15 op, 132256000.00 ns, 8.8171 ms/op
WorkloadPilot   15: 16 op, 126210958.00 ns, 7.8882 ms/op
WorkloadPilot   16: 32 op, 274922375.00 ns, 8.5913 ms/op
WorkloadPilot   17: 64 op, 524453042.00 ns, 8.1946 ms/op

WorkloadWarmup   1: 64 op, 548997167.00 ns, 8.5781 ms/op
WorkloadWarmup   2: 64 op, 519948292.00 ns, 8.1242 ms/op
WorkloadWarmup   3: 64 op, 542689250.00 ns, 8.4795 ms/op
WorkloadWarmup   4: 64 op, 517674375.00 ns, 8.0887 ms/op
WorkloadWarmup   5: 64 op, 526940292.00 ns, 8.2334 ms/op

// BeforeActualRun
WorkloadActual   1: 64 op, 520130250.00 ns, 8.1270 ms/op
WorkloadActual   2: 64 op, 553536334.00 ns, 8.6490 ms/op
WorkloadActual   3: 64 op, 520988791.00 ns, 8.1404 ms/op
WorkloadActual   4: 64 op, 516293208.00 ns, 8.0671 ms/op
WorkloadActual   5: 64 op, 521553042.00 ns, 8.1493 ms/op
WorkloadActual   6: 64 op, 553869625.00 ns, 8.6542 ms/op
WorkloadActual   7: 64 op, 525882375.00 ns, 8.2169 ms/op
WorkloadActual   8: 64 op, 524219042.00 ns, 8.1909 ms/op
WorkloadActual   9: 64 op, 551649334.00 ns, 8.6195 ms/op
WorkloadActual  10: 64 op, 525014458.00 ns, 8.2034 ms/op
WorkloadActual  11: 64 op, 534277375.00 ns, 8.3481 ms/op
WorkloadActual  12: 64 op, 539985417.00 ns, 8.4373 ms/op
WorkloadActual  13: 64 op, 534125458.00 ns, 8.3457 ms/op
WorkloadActual  14: 64 op, 534223916.00 ns, 8.3472 ms/op
WorkloadActual  15: 64 op, 522897750.00 ns, 8.1703 ms/op

// AfterActualRun
WorkloadResult   1: 64 op, 520130250.00 ns, 8.1270 ms/op
WorkloadResult   2: 64 op, 553536334.00 ns, 8.6490 ms/op
WorkloadResult   3: 64 op, 520988791.00 ns, 8.1404 ms/op
WorkloadResult   4: 64 op, 516293208.00 ns, 8.0671 ms/op
WorkloadResult   5: 64 op, 521553042.00 ns, 8.1493 ms/op
WorkloadResult   6: 64 op, 553869625.00 ns, 8.6542 ms/op
WorkloadResult   7: 64 op, 525882375.00 ns, 8.2169 ms/op
WorkloadResult   8: 64 op, 524219042.00 ns, 8.1909 ms/op
WorkloadResult   9: 64 op, 551649334.00 ns, 8.6195 ms/op
WorkloadResult  10: 64 op, 525014458.00 ns, 8.2034 ms/op
WorkloadResult  11: 64 op, 534277375.00 ns, 8.3481 ms/op
WorkloadResult  12: 64 op, 539985417.00 ns, 8.4373 ms/op
WorkloadResult  13: 64 op, 534125458.00 ns, 8.3457 ms/op
WorkloadResult  14: 64 op, 534223916.00 ns, 8.3472 ms/op
WorkloadResult  15: 64 op, 522897750.00 ns, 8.1703 ms/op
// GC:  638 1 0 3872231056 64
// Threading:  448 0 64

// AfterAll
// Benchmark Process 88534 has exited with code 0.
// Launch: 2 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Plinq(TargetCount: 100000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 5 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 126292.00 ns, 126.2920 us/op
WorkloadJitting  1: 1 op, 26880750.00 ns, 26.8808 ms/op

OverheadJitting  2: 16 op, 394708.00 ns, 24.6693 us/op
WorkloadJitting  2: 16 op, 289297416.00 ns, 18.0811 ms/op

WorkloadPilot    1: 16 op, 258676083.00 ns, 16.1673 ms/op
WorkloadPilot    2: 32 op, 427284250.00 ns, 13.3526 ms/op
WorkloadPilot    3: 64 op, 809563084.00 ns, 12.6494 ms/op

OverheadWarmup   1: 64 op, 3334.00 ns, 52.0938 ns/op
OverheadWarmup   2: 64 op, 1416.00 ns, 22.1250 ns/op
OverheadWarmup   3: 64 op, 1417.00 ns, 22.1406 ns/op
OverheadWarmup   4: 64 op, 1250.00 ns, 19.5313 ns/op
OverheadWarmup   5: 64 op, 1375.00 ns, 21.4844 ns/op
OverheadWarmup   6: 64 op, 1459.00 ns, 22.7969 ns/op
OverheadWarmup   7: 64 op, 1375.00 ns, 21.4844 ns/op

OverheadActual   1: 64 op, 1333.00 ns, 20.8281 ns/op
OverheadActual   2: 64 op, 1292.00 ns, 20.1875 ns/op
OverheadActual   3: 64 op, 1541.00 ns, 24.0781 ns/op
OverheadActual   4: 64 op, 1167.00 ns, 18.2344 ns/op
OverheadActual   5: 64 op, 1459.00 ns, 22.7969 ns/op
OverheadActual   6: 64 op, 1208.00 ns, 18.8750 ns/op
OverheadActual   7: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual   8: 64 op, 1209.00 ns, 18.8906 ns/op
OverheadActual   9: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual  10: 64 op, 958.00 ns, 14.9688 ns/op
OverheadActual  11: 64 op, 1041.00 ns, 16.2656 ns/op
OverheadActual  12: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual  13: 64 op, 1041.00 ns, 16.2656 ns/op
OverheadActual  14: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual  15: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual  16: 64 op, 792.00 ns, 12.3750 ns/op
OverheadActual  17: 64 op, 542.00 ns, 8.4688 ns/op
OverheadActual  18: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual  19: 64 op, 834.00 ns, 13.0313 ns/op
OverheadActual  20: 64 op, 1041.00 ns, 16.2656 ns/op

WorkloadWarmup   1: 64 op, 547382667.00 ns, 8.5529 ms/op
WorkloadWarmup   2: 64 op, 550331625.00 ns, 8.5989 ms/op
WorkloadWarmup   3: 64 op, 527752458.00 ns, 8.2461 ms/op
WorkloadWarmup   4: 64 op, 525543500.00 ns, 8.2116 ms/op
WorkloadWarmup   5: 64 op, 519222917.00 ns, 8.1129 ms/op

// BeforeActualRun
WorkloadActual   1: 64 op, 522338292.00 ns, 8.1615 ms/op
WorkloadActual   2: 64 op, 539412084.00 ns, 8.4283 ms/op
WorkloadActual   3: 64 op, 527736542.00 ns, 8.2459 ms/op
WorkloadActual   4: 64 op, 531664041.00 ns, 8.3073 ms/op
WorkloadActual   5: 64 op, 519047625.00 ns, 8.1101 ms/op
WorkloadActual   6: 64 op, 520180791.00 ns, 8.1278 ms/op
WorkloadActual   7: 64 op, 524014375.00 ns, 8.1877 ms/op
WorkloadActual   8: 64 op, 523808959.00 ns, 8.1845 ms/op
WorkloadActual   9: 64 op, 524848459.00 ns, 8.2008 ms/op
WorkloadActual  10: 64 op, 519276916.00 ns, 8.1137 ms/op
WorkloadActual  11: 64 op, 530792000.00 ns, 8.2936 ms/op
WorkloadActual  12: 64 op, 537543958.00 ns, 8.3991 ms/op
WorkloadActual  13: 64 op, 524069917.00 ns, 8.1886 ms/op
WorkloadActual  14: 64 op, 552829250.00 ns, 8.6380 ms/op
WorkloadActual  15: 64 op, 531935959.00 ns, 8.3115 ms/op

// AfterActualRun
WorkloadResult   1: 64 op, 522337271.50 ns, 8.1615 ms/op
WorkloadResult   2: 64 op, 539411063.50 ns, 8.4283 ms/op
WorkloadResult   3: 64 op, 527735521.50 ns, 8.2459 ms/op
WorkloadResult   4: 64 op, 531663020.50 ns, 8.3072 ms/op
WorkloadResult   5: 64 op, 519046604.50 ns, 8.1101 ms/op
WorkloadResult   6: 64 op, 520179770.50 ns, 8.1278 ms/op
WorkloadResult   7: 64 op, 524013354.50 ns, 8.1877 ms/op
WorkloadResult   8: 64 op, 523807938.50 ns, 8.1845 ms/op
WorkloadResult   9: 64 op, 524847438.50 ns, 8.2007 ms/op
WorkloadResult  10: 64 op, 519275895.50 ns, 8.1137 ms/op
WorkloadResult  11: 64 op, 530790979.50 ns, 8.2936 ms/op
WorkloadResult  12: 64 op, 537542937.50 ns, 8.3991 ms/op
WorkloadResult  13: 64 op, 524068896.50 ns, 8.1886 ms/op
WorkloadResult  14: 64 op, 531934938.50 ns, 8.3115 ms/op
// GC:  638 1 0 3872512944 64
// Threading:  448 0 64

// AfterAll
// Benchmark Process 88541 has exited with code 0.
// Launch: 3 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Plinq(TargetCount: 100000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 5 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 136625.00 ns, 136.6250 us/op
WorkloadJitting  1: 1 op, 20361584.00 ns, 20.3616 ms/op

OverheadJitting  2: 16 op, 449625.00 ns, 28.1016 us/op
WorkloadJitting  2: 16 op, 181547917.00 ns, 11.3467 ms/op

WorkloadPilot    1: 16 op, 138471917.00 ns, 8.6545 ms/op
WorkloadPilot    2: 32 op, 305829834.00 ns, 9.5572 ms/op
WorkloadPilot    3: 64 op, 597996916.00 ns, 9.3437 ms/op

OverheadWarmup   1: 64 op, 3417.00 ns, 53.3906 ns/op
OverheadWarmup   2: 64 op, 1750.00 ns, 27.3438 ns/op
OverheadWarmup   3: 64 op, 1125.00 ns, 17.5781 ns/op
OverheadWarmup   4: 64 op, 875.00 ns, 13.6719 ns/op
OverheadWarmup   5: 64 op, 1375.00 ns, 21.4844 ns/op
OverheadWarmup   6: 64 op, 1375.00 ns, 21.4844 ns/op
OverheadWarmup   7: 64 op, 1625.00 ns, 25.3906 ns/op
OverheadWarmup   8: 64 op, 1333.00 ns, 20.8281 ns/op

OverheadActual   1: 64 op, 1500.00 ns, 23.4375 ns/op
OverheadActual   2: 64 op, 1250.00 ns, 19.5313 ns/op
OverheadActual   3: 64 op, 1500.00 ns, 23.4375 ns/op
OverheadActual   4: 64 op, 1291.00 ns, 20.1719 ns/op
OverheadActual   5: 64 op, 1458.00 ns, 22.7813 ns/op
OverheadActual   6: 64 op, 1708.00 ns, 26.6875 ns/op
OverheadActual   7: 64 op, 8667.00 ns, 135.4219 ns/op
OverheadActual   8: 64 op, 1500.00 ns, 23.4375 ns/op
OverheadActual   9: 64 op, 917.00 ns, 14.3281 ns/op
OverheadActual  10: 64 op, 792.00 ns, 12.3750 ns/op
OverheadActual  11: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual  12: 64 op, 625.00 ns, 9.7656 ns/op
OverheadActual  13: 64 op, 958.00 ns, 14.9688 ns/op
OverheadActual  14: 64 op, 1041.00 ns, 16.2656 ns/op
OverheadActual  15: 64 op, 917.00 ns, 14.3281 ns/op
OverheadActual  16: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual  17: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual  18: 64 op, 1042.00 ns, 16.2813 ns/op
OverheadActual  19: 64 op, 875.00 ns, 13.6719 ns/op
OverheadActual  20: 64 op, 1000.00 ns, 15.6250 ns/op

WorkloadWarmup   1: 64 op, 520265458.00 ns, 8.1291 ms/op
WorkloadWarmup   2: 64 op, 522944584.00 ns, 8.1710 ms/op
WorkloadWarmup   3: 64 op, 541051167.00 ns, 8.4539 ms/op
WorkloadWarmup   4: 64 op, 519589750.00 ns, 8.1186 ms/op
WorkloadWarmup   5: 64 op, 526511750.00 ns, 8.2267 ms/op

// BeforeActualRun
WorkloadActual   1: 64 op, 561340500.00 ns, 8.7709 ms/op
WorkloadActual   2: 64 op, 528512209.00 ns, 8.2580 ms/op
WorkloadActual   3: 64 op, 529129875.00 ns, 8.2677 ms/op
WorkloadActual   4: 64 op, 553501375.00 ns, 8.6485 ms/op
WorkloadActual   5: 64 op, 524603833.00 ns, 8.1969 ms/op
WorkloadActual   6: 64 op, 529532333.00 ns, 8.2739 ms/op
WorkloadActual   7: 64 op, 529424958.00 ns, 8.2723 ms/op
WorkloadActual   8: 64 op, 525279500.00 ns, 8.2075 ms/op
WorkloadActual   9: 64 op, 527538334.00 ns, 8.2428 ms/op
WorkloadActual  10: 64 op, 537449833.00 ns, 8.3977 ms/op
WorkloadActual  11: 64 op, 522156708.00 ns, 8.1587 ms/op
WorkloadActual  12: 64 op, 530435833.00 ns, 8.2881 ms/op
WorkloadActual  13: 64 op, 529215208.00 ns, 8.2690 ms/op
WorkloadActual  14: 64 op, 535417875.00 ns, 8.3659 ms/op
WorkloadActual  15: 64 op, 522835792.00 ns, 8.1693 ms/op

// AfterActualRun
WorkloadResult   1: 64 op, 528511188.50 ns, 8.2580 ms/op
WorkloadResult   2: 64 op, 529128854.50 ns, 8.2676 ms/op
WorkloadResult   3: 64 op, 524602812.50 ns, 8.1969 ms/op
WorkloadResult   4: 64 op, 529531312.50 ns, 8.2739 ms/op
WorkloadResult   5: 64 op, 529423937.50 ns, 8.2722 ms/op
WorkloadResult   6: 64 op, 525278479.50 ns, 8.2075 ms/op
WorkloadResult   7: 64 op, 527537313.50 ns, 8.2428 ms/op
WorkloadResult   8: 64 op, 537448812.50 ns, 8.3976 ms/op
WorkloadResult   9: 64 op, 522155687.50 ns, 8.1587 ms/op
WorkloadResult  10: 64 op, 530434812.50 ns, 8.2880 ms/op
WorkloadResult  11: 64 op, 529214187.50 ns, 8.2690 ms/op
WorkloadResult  12: 64 op, 535416854.50 ns, 8.3659 ms/op
WorkloadResult  13: 64 op, 522834771.50 ns, 8.1693 ms/op
// GC:  638 1 0 3872230208 64
// Threading:  448 0 64

// AfterAll
// Benchmark Process 88565 has exited with code 0.

Mean = 8.269 ms, StdErr = 0.021 ms (0.26%), N = 42, StdDev = 0.139 ms
Min = 8.067 ms, Q1 = 8.174 ms, Median = 8.244 ms, Q3 = 8.337 ms, Max = 8.654 ms
IQR = 0.163 ms, LowerFence = 7.929 ms, UpperFence = 8.582 ms
ConfidenceInterval = [8.193 ms; 8.345 ms] (CI 99.9%), Margin = 0.076 ms (0.92% of Mean)
Skewness = 1.23, Kurtosis = 4.2, MValue = 2

// ** Remained 3 (33.3%) benchmark(s) to run. Estimated finish 2026-07-31 0:37 (0h 2m from now) **
// **************************
// Benchmark: ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
// *** Execute ***
// Launch: 1 / 3
